Subject Age Group,Weapon Type,Officer YOB,Officer Gender,Officer Race,Subject Perceived Race,Subject Perceived Gender,Initial Call Type,Arrest Flag,Frisk Flag,Reported_year
36 - 45,None,1987,Male,White,White,Male,FOLLOW UP,0,0,2017
36 - 45,None,1987,Male,White,White,Male,AUTO RECOVERY,0,0,2017
26 - 35,None,1963,Male,Declined to Answer,Hispanic,Male,DISTURBANCE,0,0,2017
36 - 45,Lethal Cutting Instrument,1976,Male,White,White,Male,"OBS - AUTO THEFT-IP/JO - VEHICLE, PLATES, TABS",0,1,2017
26 - 35,None,1986,Male,Declined to Answer,White,Male,ASLT - DV CRITICAL,0,0,2017
26 - 35,None,1985,Male,White,White,Female,PROPERTY - DAMAGE,0,0,2017
26 - 35,None,1986,Male,White,Black or African American,Male,SHOPLIFT - THEFT,0,0,2017
36 - 45,None,1987,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,0,2017
18 - 25,None,1986,Male,Declined to Answer,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2017
26 - 35,None,1988,Male,Black or African American,White,Male,DISTURBANCE,0,0,2017
26 - 35,None,1987,Male,White,White,Female,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,0,2017
46 - 55,None,1986,Male,Declined to Answer,Black or African American,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
56 and Above,None,1986,Male,White,Black or African American,Male,TRESPASS,0,0,2017
18 - 25,None,1972,Male,White,White,Male,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2017
36 - 45,None,1986,Female,White,White,Male,TRESPASS,0,0,2017
56 and Above,None,1982,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2017
26 - 35,None,1983,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
26 - 35,None,1992,Male,White,White,Male,"LEWD -  (EXPOSING, FLASHING)",0,1,2017
26 - 35,None,1986,Male,White,White,Female,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
18 - 25,None,1987,Female,Black or African American,Hispanic,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
26 - 35,Lethal Cutting Instrument,1991,Male,White,White,Male,DISTURBANCE,0,1,2017
26 - 35,None,1980,Male,White,Black or African American,Male,DISTURBANCE,0,0,2017
18 - 25,None,1991,Male,White,Black or African American,Male,DISTURBANCE,0,0,2017
26 - 35,None,1977,Male,White,White,Male,BURG - COMM BURGLARY,0,0,2017
36 - 45,None,1970,Male,White,White,Male,DISTURBANCE,0,0,2017
26 - 35,None,1992,Male,White,White,Male,BURG - OCCUPIED RESD,0,1,2017
26 - 35,None,1986,Male,White,White,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
26 - 35,None,1983,Male,White,White,Male,SUICIDE - CRITICAL,0,0,2017
18 - 25,None,1988,Male,Hispanic,White,Male,SHOPLIFT - THEFT,0,0,2017
36 - 45,None,1993,Male,White,White,Female,SHOPLIFT - THEFT,0,0,2017
46 - 55,None,1982,Male,Two or More Races,Unknown,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2017
36 - 45,None,1977,Male,White,Black or African American,Male,SHOPLIFT - THEFT,0,0,2017
26 - 35,None,1986,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
26 - 35,None,1983,Male,White,Black or African American,Male,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",0,0,2017
36 - 45,None,1979,Female,White,Hispanic,Male,UNKNOWN - COMPLAINT OF UNKNOWN NATURE,0,1,2017
36 - 45,Firearm Other,1965,Male,Two or More Races,White,Male,DISTURBANCE,0,1,2017
18 - 25,None,1992,Male,White,White,Male,SHOPLIFT - THEFT,0,0,2017
46 - 55,None,1989,Male,White,White,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
36 - 45,None,1971,Male,White,White,Female,OBS - MVC - UNK INJURIES,0,0,2017
46 - 55,None,1992,Male,Asian,Black or African American,Male,ROBBERY (INCL STRONG ARM),0,0,2017
36 - 45,None,1991,Male,Declined to Answer,White,Male,DISTURBANCE,0,0,2017
36 - 45,None,1989,Male,White,White,Male,ASLT - DV CRITICAL,0,0,2017
26 - 35,None,1991,Male,White,White,Male,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2017
56 and Above,None,1991,Male,Declined to Answer,Black or African American,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,0,2017
36 - 45,None,1992,Male,White,White,Female,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2017
36 - 45,None,1980,Male,White,Black or African American,Male,SUICIDE - CRITICAL,0,0,2017
26 - 35,None,1981,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
46 - 55,None,1993,Male,White,White,Male,DISTURBANCE,0,0,2017
36 - 45,None,1965,Male,Two or More Races,White,Male,DISTURBANCE,0,0,2017
56 and Above,None,1991,Male,Declined to Answer,Black or African American,Male,DISTURBANCE,0,0,2017
46 - 55,None,1982,Male,White,White,Female,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
18 - 25,None,1972,Male,White,White,Female,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2017
36 - 45,None,1966,Male,White,Hispanic,Male,AUTO RECOVERY,0,1,2017
26 - 35,None,1962,Male,White,White,Male,DISTURBANCE - DV CRITICAL,0,0,2017
36 - 45,None,1971,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
46 - 55,None,1982,Male,White,White,Male,WARRANT - MISD PICKUP,0,0,2017
56 and Above,None,1990,Male,Two or More Races,White,Male,PROPERTY - DAMAGE,0,1,2017
46 - 55,None,1956,Male,White,White,Male,DISTURBANCE,0,0,2017
26 - 35,None,1985,Male,Asian,White,Male,DISTURBANCE,0,1,2017
18 - 25,Lethal Cutting Instrument,1968,Male,Declined to Answer,Black or African American,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,1,2017
36 - 45,None,1969,Male,White,White,Male,BURG - RESD (INCL UNOCC STRUCTURES ON PROP),0,0,2017
36 - 45,None,1988,Male,Asian,White,Male,BURG - OCCUPIED RESD,0,0,2017
46 - 55,None,1981,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
56 and Above,None,1990,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
26 - 35,None,1990,Male,White,Black or African American,Female,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
26 - 35,None,1988,Male,Hispanic,Black or African American,Male,ASLT - DV CRITICAL,0,1,2017
36 - 45,None,1991,Male,White,White,Male,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,0,2017
18 - 25,None,1986,Male,White,White,Female,FIGHT - CRITICAL WITH WEAPONS,0,0,2017
18 - 25,None,1991,Male,White,White,Male,BURG - OCCUPIED RESD,0,1,2017
26 - 35,None,1980,Male,White,Black or African American,Male,OBS - PROWLER - IP/JO,0,1,2017
46 - 55,None,1991,Male,Hispanic,Asian,Male,AUTO - THEFT/LOSS OF PLATES,0,0,2017
18 - 25,None,1967,Male,White,White,Female,PARKING VIOLATION (EXCEPT ABANDONED CAR),0,0,2017
26 - 35,None,1993,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
36 - 45,None,1989,Male,White,Unknown,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
56 and Above,None,1986,Male,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2017
26 - 35,Lethal Cutting Instrument,1968,Male,Black or African American,Black or African American,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,1,2017
56 and Above,None,1976,Male,White,Black or African American,Male,FIGHT - CRITICAL WITH WEAPONS,0,0,2017
18 - 25,Handgun,1986,Male,White,White,Male,FIGHT - CRITICAL WITH WEAPONS,0,1,2017
26 - 35,None,1992,Male,White,White,Male,ORDER - VIOLATION OF COURT ORDER (NON DV),0,1,2017
26 - 35,None,1961,Male,White,White,Male,TRAFFIC - MOVING VIOLATION,0,0,2017
36 - 45,None,1985,Male,White,White,Male,DISTURBANCE,0,0,2017
26 - 35,None,1980,Male,White,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
56 and Above,None,1967,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2017
36 - 45,None,1984,Male,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2017
26 - 35,None,1980,Male,White,White,Female,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
36 - 45,None,1986,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
56 and Above,None,1989,Male,White,Black or African American,Male,TRESPASS,0,0,2017
36 - 45,None,1991,Male,White,Black or African American,Male,DISTURBANCE,0,0,2017
26 - 35,None,1988,Male,Two or More Races,White,Male,SHOPLIFT - THEFT,0,0,2017
36 - 45,None,1981,Male,White,White,Male,DISTURBANCE,0,0,2017
18 - 25,None,1987,Male,Hispanic,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2017
26 - 35,None,1986,Male,White,Black or African American,Male,DISTURBANCE - DV - NO ASLT,0,0,2017
18 - 25,None,1983,Male,Black or African American,Black or African American,Male,UNKNOWN - ANI/ALI - WRLS PHNS (INCL OPEN LINE),0,0,2017
18 - 25,None,1983,Male,Black or African American,Black or African American,Female,UNKNOWN - ANI/ALI - WRLS PHNS (INCL OPEN LINE),0,0,2017
18 - 25,None,1974,Male,White,White,Female,TRAFFIC STOP - OFFICER INITIATED ONVIEW,0,0,2017
26 - 35,Firearm (unk type),1982,Male,Native Hawaiian or Other Pacific Islander,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
18 - 25,None,1993,Male,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2017
26 - 35,None,1986,Male,White,Asian,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
36 - 45,None,1978,Male,White,White,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
18 - 25,None,1989,Male,White,White,Female,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,0,2017
36 - 45,None,1989,Male,White,Black or African American,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
26 - 35,None,1976,Male,White,American Indian or Alaska Native,Female,DISTURBANCE,0,0,2017
18 - 25,None,1989,Male,White,American Indian or Alaska Native,Female,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
18 - 25,None,1977,Male,White,White,Male,NUISANCE,0,0,2017
36 - 45,None,1987,Female,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2017
26 - 35,None,1989,Male,White,Black or African American,Male,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,0,2017
18 - 25,None,1981,Male,White,Black or African American,Male,OBS - DOWN - CHECK FOR PERSON DOWN,0,0,2017
26 - 35,Lethal Cutting Instrument,1971,Male,White,White,Female,TRESPASS,0,1,2017
26 - 35,"Club, Blackjack, Brass Knuckles",1976,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2017
46 - 55,None,1988,Male,Two or More Races,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
26 - 35,None,1977,Male,White,White,Female,NUISANCE,0,0,2017
18 - 25,None,1992,Male,Hispanic,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
46 - 55,None,1977,Female,Two or More Races,White,Female,HAZ - POTENTIAL THRT TO PHYS SAFETY,0,0,2017
26 - 35,None,1982,Male,White,White,Female,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
36 - 45,None,1986,Male,White,Hispanic,Male,DISTURBANCE - DV CRITICAL,0,0,2017
26 - 35,None,1983,Male,White,Black or African American,Male,DISTURBANCE,0,0,2017
46 - 55,None,1987,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
26 - 35,None,1974,Male,White,Black or African American,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,0,2017
56 and Above,None,1984,Male,White,Black or African American,Female,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),0,0,2017
26 - 35,None,1960,Male,Asian,White,Male,SERVICE - WELFARE CHECK,0,1,2017
26 - 35,None,1971,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
18 - 25,None,1973,Male,White,White,Female,UNKNOWN - ANI/ALI - WRLS PHNS (INCL OPEN LINE),0,0,2017
18 - 25,None,1976,Male,White,White,Female,SUICIDE - CRITICAL,0,0,2017
36 - 45,None,1966,Male,White,White,Female,ASLT - DV CRITICAL,0,0,2017
36 - 45,None,1981,Male,White,Black or African American,Male,"WARRANT - SEARCH. EXECUTED, SECURED",0,0,2017
26 - 35,Handgun,1976,Male,White,White,Male,BURG - COMM BURGLARY,0,1,2017
36 - 45,None,1982,Male,Declined to Answer,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,1,2017
56 and Above,None,1992,Female,Two or More Races,American Indian or Alaska Native,Male,"PANHANDLING, AGGRESSIVE",0,0,2017
26 - 35,None,1967,Male,White,Black or African American,Female,SHOPLIFT - THEFT,0,0,2017
26 - 35,None,1976,Male,White,White,Male,BURG - COMM BURGLARY,0,0,2017
26 - 35,None,1994,Male,White,White,Male,WARRANT - FELONY PICKUP,0,0,2017
18 - 25,None,1973,Male,White,Black or African American,Male,UNKNOWN - ANI/ALI - WRLS PHNS (INCL OPEN LINE),0,0,2017
36 - 45,None,1991,Male,White,Black or African American,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
46 - 55,None,1986,Male,White,White,Female,DISTURBANCE - DV CRITICAL,0,0,2017
46 - 55,Lethal Cutting Instrument,1991,Female,White,Black or African American,Female,DISTURBANCE,0,0,2017
26 - 35,None,1983,Male,American Indian or Alaska Native,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2017
26 - 35,None,1982,Male,White,White,Male,ASLT - DV CRITICAL,0,0,2017
26 - 35,None,1984,Male,Black or African American,White,Female,UNKNOWN - ANI/ALI - LANDLINE (INCLUDES OPEN LINE),0,0,2017
26 - 35,Lethal Cutting Instrument,1962,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2017
46 - 55,None,1991,Male,White,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,1,2017
46 - 55,None,1986,Male,White,White,Male,DISTURBANCE - DV CRITICAL,0,0,2017
26 - 35,None,1968,Male,White,Black or African American,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
26 - 35,None,1980,Female,White,White,Male,BURG - OCCUPIED RESD,0,0,2017
36 - 45,None,1987,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
26 - 35,None,1967,Male,White,White,Male,BURG - OCCUPIED RESD,0,0,2017
26 - 35,None,1982,Male,White,Black or African American,Male,ASLT - DV CRITICAL,0,0,2017
18 - 25,None,1995,Male,White,Black or African American,Male,NUISANCE,0,0,2017
18 - 25,None,1967,Male,White,White,Female,BURG - OCCUPIED RESD,0,0,2017
26 - 35,None,1993,Male,White,American Indian or Alaska Native,Male,PROPERTY - DAMAGE,0,0,2017
36 - 45,None,1977,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
36 - 45,None,1977,Male,White,Black or African American,Female,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
36 - 45,None,1986,Male,White,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2017
46 - 55,None,1972,Male,Hispanic,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2017
18 - 25,None,1982,Male,White,Black or African American,Female,SHOPLIFT - THEFT,0,0,2017
26 - 35,None,1993,Male,White,Black or African American,Male,TRESPASS,0,0,2017
46 - 55,None,1985,Male,White,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
18 - 25,None,1987,Male,White,Black or African American,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
36 - 45,None,1990,Male,Two or More Races,Unknown,Female,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
36 - 45,None,1990,Male,Two or More Races,Hispanic,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
36 - 45,None,1987,Male,White,White,Female,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2017
26 - 35,Lethal Cutting Instrument,1975,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2017
56 and Above,None,1993,Male,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2017
18 - 25,None,1980,Male,White,Black or African American,Female,DISTURBANCE - DV CRITICAL,0,1,2017
36 - 45,Lethal Cutting Instrument,1991,Male,White,White,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,1,2017
18 - 25,None,1973,Male,White,Black or African American,Male,ASLT - DV CRITICAL,0,1,2017
36 - 45,None,1989,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
26 - 35,None,1993,Male,White,White,Male,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,0,2017
36 - 45,None,1980,Male,White,American Indian or Alaska Native,Male,PROPERTY - DAMAGE,0,1,2017
18 - 25,Lethal Cutting Instrument,1964,Male,White,Multi-Racial,Female,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,0,2017
46 - 55,None,1992,Male,White,American Indian or Alaska Native,Female,TRAFFIC STOP - OFFICER INITIATED ONVIEW,0,0,2017
18 - 25,None,1987,Male,White,White,Male,DISTURBANCE,0,0,2017
18 - 25,Handgun,1986,Male,White,White,Female,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,0,2017
18 - 25,None,1985,Male,White,White,Male,TRESPASS,0,0,2017
46 - 55,None,1982,Male,White,Hispanic,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
56 and Above,None,1989,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
18 - 25,None,1987,Male,White,Unknown,Female,DISTURBANCE,0,0,2017
26 - 35,None,1987,Male,Hispanic,White,Male,SHOPLIFT - THEFT,0,0,2017
36 - 45,Lethal Cutting Instrument,1977,Male,White,White,Male,PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,0,1,2017
36 - 45,None,1982,Female,White,White,Female,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
26 - 35,None,1992,Male,Asian,Black or African American,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
56 and Above,None,1977,Male,White,White,Male,OBS - MVC - WITH INJURIES (INCLUDES HIT AND RUN),0,0,2017
26 - 35,None,1988,Male,White,White,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),0,0,2017
26 - 35,None,1973,Male,White,American Indian or Alaska Native,Male,DISTURBANCE,0,0,2017
36 - 45,None,1979,Male,Declined to Answer,White,Female,WARRANT - FELONY PICKUP,0,0,2017
36 - 45,None,1988,Female,White,Asian,Male,WARRANT - MISD PICKUP,0,0,2017
26 - 35,None,1990,Male,White,Black or African American,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2017
26 - 35,None,1988,Female,White,White,Female,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
36 - 45,Lethal Cutting Instrument,1986,Female,White,Hispanic,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2017
26 - 35,None,1970,Male,Black or African American,White,Male,BURG - RESD (INCL UNOCC STRUCTURES ON PROP),0,1,2017
36 - 45,None,1977,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
18 - 25,None,1986,Male,White,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,0,2017
18 - 25,None,1988,Male,Asian,Black or African American,Male,TRESPASS,0,0,2017
26 - 35,Lethal Cutting Instrument,1974,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2017
46 - 55,None,1971,Male,White,Unknown,Male,ROBBERY (INCL STRONG ARM),0,1,2017
18 - 25,None,1978,Male,White,White,Male,TRESPASS,0,0,2017
36 - 45,None,1978,Male,White,Black or African American,Male,TRESPASS,0,0,2017
36 - 45,None,1985,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,0,2017
18 - 25,None,1986,Male,White,Hispanic,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2017
18 - 25,None,1991,Female,White,Asian,Male,OBS - MVC - UNK INJURIES,0,0,2017
46 - 55,None,1991,Male,White,White,Male,OBS - PURSE SNATCH - IP/JO - ROBBERY,0,0,2017
36 - 45,None,1989,Male,Asian,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
36 - 45,None,1971,Male,White,Black or African American,Male,SHOPLIFT - THEFT,0,0,2017
18 - 25,None,1991,Female,White,Asian,Female,OBS - MVC - UNK INJURIES,0,0,2017
26 - 35,None,1987,Male,White,Black or African American,Female,ASLT - CRITICAL (NO SHOOTINGS),0,0,2017
36 - 45,None,1992,Male,White,White,Female,TRESPASS,0,0,2017
46 - 55,None,1989,Male,Asian,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
18 - 25,None,1977,Female,Two or More Races,Multi-Racial,Female,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
26 - 35,None,1986,Male,White,Black or African American,Female,SHOPLIFT - THEFT,0,0,2017
46 - 55,None,1976,Male,Hispanic,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
18 - 25,None,1959,Male,White,White,Male,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",0,1,2017
56 and Above,None,1992,Female,Two or More Races,White,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,0,2017
36 - 45,Lethal Cutting Instrument,1972,Male,White,Black or African American,Male,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2017
26 - 35,Lethal Cutting Instrument,1976,Male,White,White,Male,HAZ - POTENTIAL THRT TO PHYS SAFETY,0,0,2017
26 - 35,None,1975,Male,Native Hawaiian or Other Pacific Islander,White,Female,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2017
26 - 35,Lethal Cutting Instrument,1976,Male,White,American Indian or Alaska Native,Female,HAZ - POTENTIAL THRT TO PHYS SAFETY,0,0,2017
18 - 25,None,1959,Male,White,White,Female,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",0,0,2017
18 - 25,None,1973,Male,White,White,Female,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
26 - 35,None,1984,Male,White,Asian,Male,PROPERTY - DAMAGE,0,0,2017
18 - 25,None,1973,Male,White,Black or African American,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
36 - 45,Lethal Cutting Instrument,1991,Male,White,White,Male,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,1,2017
18 - 25,None,1991,Female,White,Multi-Racial,Female,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2017
18 - 25,None,1991,Female,White,White,Female,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2017
36 - 45,None,1977,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
18 - 25,None,1984,Male,White,Black or African American,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2017
26 - 35,Lethal Cutting Instrument,1954,Male,White,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,1,2017
26 - 35,None,1987,Male,White,Black or African American,Male,"CHILD - CRITICAL ABAND, ABUSE, MOLEST, NEGLECT",0,0,2017
46 - 55,None,1987,Male,White,Black or African American,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
18 - 25,None,1991,Female,White,White,Male,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2017
26 - 35,None,1963,Male,White,White,Male,OBS - MVC - WITH INJURIES (INCLUDES HIT AND RUN),0,0,2017
26 - 35,None,1963,Male,White,Black or African American,Female,OBS - MVC - WITH INJURIES (INCLUDES HIT AND RUN),0,0,2017
18 - 25,None,1987,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
46 - 55,None,1987,Male,White,Hispanic,Female,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2017
18 - 25,None,1991,Male,White,White,Male,"ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",0,0,2017
26 - 35,None,1986,Male,White,Multi-Racial,Female,DISTURBANCE,0,0,2017
36 - 45,None,1988,Male,White,White,Male,OBS - ARSON - IP/JO,0,0,2017
26 - 35,None,1988,Male,White,Asian,Male,DISTURBANCE - DV CRITICAL,0,0,2017
36 - 45,None,1991,Female,White,Black or African American,Male,UNKNOWN - ANI/ALI - WRLS PHNS (INCL OPEN LINE),0,0,2017
26 - 35,None,1969,Male,White,White,Male,SHOPLIFT - THEFT,0,0,2017
36 - 45,Lethal Cutting Instrument,1984,Male,White,White,Female,NARCOTICS - FOUND,0,0,2017
26 - 35,None,1992,Male,White,White,Male,BURG - OCCUPIED RESD,0,1,2017
26 - 35,None,1992,Male,White,White,Female,BURG - OCCUPIED RESD,0,1,2017
36 - 45,None,1989,Male,White,White,Female,DISTURBANCE,0,0,2017
56 and Above,None,1978,Male,White,White,Male,DISTURBANCE,0,0,2017
18 - 25,None,1983,Male,White,Black or African American,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,0,2017
26 - 35,None,1986,Male,White,White,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),0,0,2017
26 - 35,None,1960,Male,Declined to Answer,Hispanic,Male,MVC - HIT AND RUN,0,0,2017
26 - 35,None,1987,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,0,2017
36 - 45,None,1995,Male,Asian,White,Female,FOUND PERSON,0,0,2017
26 - 35,Lethal Cutting Instrument,1977,Male,White,White,Male,UNKNOWN - COMPLAINT OF UNKNOWN NATURE,0,1,2017
26 - 35,None,1979,Male,White,White,Male,AUTO RECOVERY,0,0,2017
18 - 25,None,1984,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2017
26 - 35,None,1977,Male,White,White,Male,UNKNOWN - COMPLAINT OF UNKNOWN NATURE,0,0,2017
